"ZIP code",Size of adjusted gross income,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI)
76209,"$75,000 under $100,000",764,594,368,1958,601,65788
76209,"$100,000 under $200,000",666,580,341,1796,550,86529
76209,"$200,000 or more",72,63,50,185,50,21383
76210,,"17,083","8,302","7,652","38,340","14,160","1,146,153"
76210,"$1 under $25,000",5049,588,2113,6425,1983,60573
76210,"$25,000 under $50,000",3447,1121,1567,7411,2850,128165
76210,"$50,000 under $75,000",2684,1497,1225,6707,2525,167302
76210,"$75,000 under $100,000",2220,1764,961,6399,2419,192831
76210,"$100,000 under $200,000",3124,2822,1415,9743,3797,411375
76210,"$200,000 or more",559,510,371,1655,586,185907
76225,,"1,379",701,880,"3,040","1,033","84,225"
76225,"$1 under $25,000",459,98,250,660,174,5800
76225,"$25,000 under $50,000",328,149,204,731,256,12137
76225,"$50,000 under $75,000",251,172,175,670,247,15555
76225,"$75,000 under $100,000",144,113,100,411,154,12525
76225,"$100,000 under $200,000",163,146,120,487,178,21175
76225,"$200,000 or more",34,23,31,81,24,17033
76226,,"8,194","4,894","4,247","19,720","7,378","1,119,364"
76226,"$1 under $25,000",2008,228,839,1971,471,20365
76226,"$25,000 under $50,000",999,359,489,1985,637,37229
76226,"$50,000 under $75,000",851,502,453,2077,725,53145
76226,"$75,000 under $100,000",836,633,434,2251,782,73079
76226,"$100,000 under $200,000",2240,1994,1148,7128,2894,316239
76226,"$200,000 or more",1260,1178,884,4308,1869,619307
76227,,"10,269","4,947","4,435","23,592","8,892","643,271"
76227,"$1 under $25,000",2903,428,1272,4302,1475,36066
76227,"$25,000 under $50,000",2405,797,1021,5168,1975,89273
76227,"$50,000 under $75,000",1981,1185,802,5142,1977,121962
76227,"$75,000 under $100,000",1404,1144,548,4186,1639,121592
76227,"$100,000 under $200,000",1354,1194,628,4102,1555,175287
76227,"$200,000 or more",222,199,164,692,271,99091
76228,,450,246,277,947,272,"22,331"
76228,"$1 under $25,000",180,63,102,310,88,2053
76228,"$25,000 under $50,000",105,50,63,225,70,3871
76228,"$50,000 under $75,000",81,60,50,195,54,5037
76228,"$75,000 under $100,000",35,27,22,93,31,2980
76228,"$100,000 under $200,000",49,46,40,124,29,8390
76228,"$200,000 or more",**,**,**,**,**,**
76230,,"4,209","2,019","2,874","8,711","2,710","227,856"
76230,"$1 under $25,000",1658,374,1022,2545,732,20183
76230,"$25,000 under $50,000",987,444,645,2139,715,36145
76230,"$50,000 under $75,000",659,443,496,1652,551,40423
76230,"$75,000 under $100,000",401,326,309,1039,312,34462
76230,"$100,000 under $200,000",404,352,310,1095,339,52113
76230,"$200,000 or more",100,80,92,241,61,44530
76233,,"1,388",658,864,"2,913",948,"67,684"
76233,"$1 under $25,000",503,113,298,777,240,5951
76233,"$25,000 under $50,000",379,153,222,790,260,13915
76233,"$50,000 under $75,000",241,162,149,599,196,14804
76233,"$75,000 under $100,000",115,92,77,330,123,9999
76233,"$100,000 under $200,000",150,138,118,417,129,23015
76233,"$200,000 or more",**,**,**,**,**,**
76234,,"6,955","3,390","4,287","15,225","5,331","465,977"
76234,"$1 under $25,000",2414,432,1328,3677,1273,29482
76234,"$25,000 under $50,000",1584,659,967,3615,1378,58230
76234,"$50,000 under $75,000",1075,706,690,2703,923,66305
76234,"$75,000 under $100,000",681,535,416,1815,600,59116
76234,"$100,000 under $200,000",924,810,648,2603,870,123044
76234,"$200,000 or more",277,248,238,812,287,129800
76238,,221,124,154,459,126,"14,419"
76238,"$1 under $25,000",67,**,40,88,**,812
76238,"$25,000 under $50,000",41,38,27,84,38,1531
76238,"$50,000 under $75,000",50,28,33,111,33,3108
76238,"$75,000 under $100,000",26,24,22,72,22,2264
76238,"$100,000 under $200,000",37,34,32,104,33,6704
76238,"$200,000 or more",**,**,**,**,**,**
76239,,456,243,324,939,259,"32,659"
76239,"$1 under $25,000",146,37,87,232,68,1707
76239,"$25,000 under $50,000",99,45,72,193,49,3668
76239,"$50,000 under $75,000",89,65,69,226,72,5448
76239,"$75,000 under $100,000",49,40,37,123,34,4229
76239,"$100,000 under $200,000",48,56,37,117,36,6190
76239,"$200,000 or more",25,**,22,48,**,11417
76240,,"10,735","4,547","6,771","22,967","8,251","523,898"
76240,"$1 under $25,000",4409,799,2608,7392,2746,56637
76240,"$25,000 under $50,000",2906,1111,1793,6699,2684,104481
76240,"$50,000 under $75,000",1553,1006,1040,3893,1335,95410
76240,"$75,000 under $100,000",897,752,604,2401,753,77364
76240,"$100,000 under $200,000",772,704,548,2089,613,100760
76240,"$200,000 or more",198,175,178,493,120,89246
76244,,"26,593","13,713","10,682","64,818","26,182","1,872,049"
76244,"$1 under $25,000",6480,748,2549,8383,2804,77489
76244,"$25,000 under $50,000",5171,1589,2119,11112,4367,194567
76244,"$50,000 under $75,000",4506,2442,1772,11618,4673,280616
76244,"$75,000 under $100,000",3987,3115,1489,12262,5160,347773
76244,"$100,000 under $200,000",5769,5217,2364,19217,8234,764078
76244,"$200,000 or more",680,602,389,2226,944,207526
76245,,754,359,429,"1,408",325,"31,800"
76245,"$1 under $25,000",355,112,177,578,141,4452
76245,"$25,000 under $50,000",195,95,122,386,96,6938
76245,"$50,000 under $75,000",105,64,64,219,50,6437
76245,"$75,000 under $100,000",41,36,23,96,38,3557
76245,"$100,000 under $200,000",58,52,43,129,**,10416
76245,"$200,000 or more",**,**,**,**,**,**
76247,,"5,769","2,878","2,482","13,315","5,047","352,613"
76247,"$1 under $25,000",1674,238,665,2209,676,19706
76247,"$25,000 under $50,000",1280,458,530,2840,1103,47369
76247,"$50,000 under $75,000",1066,694,445,2926,1166,66381
76247,"$75,000 under $100,000",811,656,357,2474,1007,70161
76247,"$100,000 under $200,000",833,747,403,2568,987,107161
76247,"$200,000 or more",105,85,82,298,108,41835
76248,,"16,054","9,053","7,149","37,122","13,808","1,761,237"
76248,"$1 under $25,000",4258,392,1469,3720,839,41582
76248,"$25,000 under $50,000",2056,591,852,3752,1126,76006
76248,"$50,000 under $75,000",1624,877,765,3750,1250,100965
76248,"$75,000 under $100,000",1572,1183,765,4314,1560,138043
76248,"$100,000 under $200,000",4596,4166,2108,14907,6146,650918
76248,"$200,000 or more",1948,1844,1190,6679,2887,753723
76249,,"3,494","1,691","1,756","7,780","2,810","207,681"
76249,"$1 under $25,000",1103,184,507,1622,549,13696
76249,"$25,000 under $50,000",818,288,387,1779,673,30176
76249,"$50,000 under $75,000",633,392,320,1582,558,39205
76249,"$75,000 under $100,000",424,360,226,1241,457,36727
76249,"$100,000 under $200,000",459,416,267,1393,518,58955
76249,"$200,000 or more",57,51,49,163,55,28922
76250,,596,278,410,"1,241",454,"38,478"
76250,"$1 under $25,000",178,**,104,136,31,1866
76250,"$25,000 under $50,000",124,42,81,202,50,4765
76250,"$50,000 under $75,000",89,54,71,217,74,5488
76250,"$75,000 under $100,000",80,65,60,235,90,7032
76250,"$100,000 under $200,000",125,117,94,451,209,19327
76250,"$200,000 or more",**,**,**,**,**,**
76251,,331,188,219,735,227,"19,370"
76251,"$1 under $25,000",120,39,79,210,62,1584
76251,"$25,000 under $50,000",82,42,51,180,56,3018
76251,"$50,000 under $75,000",47,34,27,126,45,2902
76251,"$75,000 under $100,000",42,39,28,114,33,3685
76251,"$100,000 under $200,000",40,34,34,105,31,8181
76251,"$200,000 or more",**,**,**,**,**,**
76252,,"1,421",662,"1,035","2,809",917,"106,847"
76252,"$1 under $25,000",537,76,340,522,96,5823
76252,"$25,000 under $50,000",267,95,192,481,122,9556
76252,"$50,000 under $75,000",216,133,171,506,157,13336
76252,"$75,000 under $100,000",151,124,120,465,191,13286
76252,"$100,000 under $200,000",173,163,141,616,280,22252
76252,"$200,000 or more",77,71,71,219,71,42594
76255,,"2,236","1,038","1,593","4,715","1,578","124,848"
76255,"$1 under $25,000",951,209,640,1512,487,11534
76255,"$25,000 under $50,000",537,258,369,1214,421,19758
76255,"$50,000 under $75,000",348,234,256,901,319,21388
76255,"$75,000 under $100,000",192,159,163,525,174,16437
76255,"$100,000 under $200,000",151,129,115,414,134,19431
76255,"$200,000 or more",57,49,50,149,43,36300
76258,,"2,826","1,321","1,794","6,663","2,726","181,303"
76258,"$1 under $25,000",1120,215,700,2036,907,14168
76258,"$25,000 under $50,000",678,293,424,1811,843,24754
76258,"$50,000 under $75,000",349,220,218,870,301,21636
76258,"$75,000 under $100,000",241,208,145,696,247,21044
76258,"$100,000 under $200,000",335,300,226,974,339,44907
76258,"$200,000 or more",103,85,81,276,89,54794
76259,,"1,971",976,"1,023","4,400","1,587","121,823"
76259,"$1 under $25,000",655,107,306,917,289,7739
76259,"$25,000 under $50,000",443,173,228,981,365,16385
76259,"$50,000 under $75,000",329,223,170,864,312,20261
76259,"$75,000 under $100,000",203,163,110,579,213,17615
76259,"$100,000 under $200,000",278,253,168,867,336,36608
76259,"$200,000 or more",63,57,41,192,72,23215
76261,,105,48,64,222,75,"3,979"
76261,"$1 under $25,000",105,48,64,222,75,3979
76261,"$25,000 under $50,000",**,**,**,**,**,**
76261,"$50,000 under $75,000",**,**,**,**,**,**
76261,"$75,000 under $100,000",**,**,**,**,**,**
76261,"$100,000 under $200,000",**,**,**,**,**,**
76261,"$200,000 or more",0,0,0,0,0,0
76262,,"13,848","7,153","6,267","31,017","11,084","1,610,034"
76262,"$1 under $25,000",3575,409,1462,4052,1122,40509
76262,"$25,000 under $50,000",2405,709,969,4675,1572,89884
76262,"$50,000 under $75,000",1883,953,829,4333,1497,116808
76262,"$75,000 under $100,000",1569,1152,661,4265,1544,136694
76262,"$100,000 under $200,000",3028,2658,1406,9214,3531,417039
76262,"$200,000 or more",1388,1272,940,4478,1818,809100
76264,,642,314,359,"1,296",370,"29,451"
76264,"$1 under $25,000",269,74,146,424,111,3495
76264,"$25,000 under $50,000",160,66,105,336,110,5887
76264,"$50,000 under $75,000",89,66,39,216,61,5486
76264,"$75,000 under $100,000",63,53,36,157,41,5525
76264,"$100,000 under $200,000",61,55,33,163,47,9058
76264,"$200,000 or more",**,**,**,**,**,**
76265,,770,376,512,"1,548",442,"47,190"
76265,"$1 under $25,000",317,79,183,485,128,3847
76265,"$25,000 under $50,000",174,75,117,351,103,6402
76265,"$50,000 under $75,000",130,96,101,330,104,8202
76265,"$75,000 under $100,000",79,67,57,210,64,6678
76265,"$100,000 under $200,000",70,59,54,172,43,22061
76265,"$200,000 or more",**,**,**,**,**,**
76266,,"6,213","2,793","3,415","13,351","4,729","334,264"
76266,"$1 under $25,000",2220,356,1146,3300,1105,27861
76266,"$25,000 under $50,000",1572,538,843,3372,1264,57289
76266,"$50,000 under $75,000",930,568,524,2339,841,57659
76266,"$75,000 under $100,000",617,529,351,1746,602,53230
76266,"$100,000 under $200,000",746,686,447,2211,778,96588
76266,"$200,000 or more",128,116,104,383,139,41637
76270,,815,464,517,"1,741",502,"47,156"
76270,"$1 under $25,000",278,63,160,399,98,3219
76270,"$25,000 under $50,000",181,100,115,419,138,6740
76270,"$50,000 under $75,000",135,106,93,331,90,8369
76270,"$75,000 under $100,000",105,92,71,306,109,9047
76270,"$100,000 under $200,000",96,103,78,235,67,12849
76270,"$200,000 or more",20,**,**,51,**,6932
76271,,659,310,368,"1,404",454,"34,890"
76271,"$1 under $25,000",255,55,129,423,132,3121
76271,"$25,000 under $50,000",163,69,92,356,124,5982
76271,"$50,000 under $75,000",89,61,51,211,61,5501
76271,"$75,000 under $100,000",68,52,43,172,52,5898
76271,"$100,000 under $200,000",84,73,53,242,85,14388
76271,"$200,000 or more",**,**,**,**,**,**
76272,,"1,938",997,"1,167","4,228","1,392","109,422"
76272,"$1 under $25,000",688,137,391,1093,364,8793
76272,"$25,000 under $50,000",488,230,296,1119,404,17624
76272,"$50,000 under $75,000",293,212,195,742,237,18324
76272,"$75,000 under $100,000",193,163,118,521,165,16635
76272,"$100,000 under $200,000",229,209,132,619,181,29923
76272,"$200,000 or more",47,46,35,134,41,18123
76273,,"3,913","1,877","2,358","8,151","2,602","191,192"
76273,"$1 under $25,000",1541,339,854,2349,705,19212
76273,"$25,000 under $50,000",1023,441,619,2201,739,37131
76273,"$50,000 under $75,000",622,459,409,1590,509,38448
76273,"$75,000 under $100,000",374,319,228,1020,329,32343
76273,"$100,000 under $200,000",298,273,197,839,268,37853
76273,"$200,000 or more",55,46,51,152,52,26205
76301,,"6,884","1,744","3,051","13,610","5,229","297,368"
76301,"$1 under $25,000",4164,522,1801,7499,3054,54164
76301,"$25,000 under $50,000",1745,555,722,3783,1489,61041
76301,"$50,000 under $75,000",566,346,273,1336,424,34330
76301,"$75,000 under $100,000",201,160,112,503,142,17094
76301,"$100,000 under $200,000",136,106,78,332,90,17508
76301,"$200,000 or more",72,55,65,157,30,113231
76302,,"5,051","1,931","2,179","9,934","3,250","245,453"
76302,"$1 under $25,000",2210,294,868,3373,1166,26901
76302,"$25,000 under $50,000",1259,446,494,2628,924,45476
76302,"$50,000 under $75,000",745,494,336,1787,548,46247
76302,"$75,000 under $100,000",419,343,221,1107,345,35968
76302,"$100,000 under $200,000",327,275,186,823,221,41506
76302,"$200,000 or more",91,79,74,216,46,49355
76305,,"2,303","1,110","1,075","4,551","1,252","110,400"
76305,"$1 under $25,000",882,192,366,1365,403,11343
76305,"$25,000 under $50,000",611,263,268,1176,304,21962
76305,"$50,000 under $75,000",371,271,192,876,234,22995
76305,"$75,000 under $100,000",231,201,119,594,162,19931
76305,"$100,000 under $200,000",182,162,110,485,149,23645
76305,"$200,000 or more",26,21,20,55,**,10524
76306,,"6,440","2,254","2,511","13,067","4,646","224,570"
76306,"$1 under $25,000",3086,409,1209,5255,2030,40918
76306,"$25,000 under $50,000",1885,706,685,4149,1561,67733
76306,"$50,000 under $75,000",812,548,327,1973,613,49595
76306,"$75,000 under $100,000",422,377,172,1092,293,36149
76306,"$100,000 under $200,000",235,214,118,598,149,30175
76306,"$200,000 or more",**,**,**,**,**,**
76308,,"9,382","3,615","4,144","17,041","4,724","693,613"
76308,"$1 under $25,000",3771,415,1309,4614,1098,45136
76308,"$25,000 under $50,000",2216,644,867,3920,1068,80604
76308,"$50,000 under $75,000",1229,753,601,2770,788,76057
76308,"$75,000 under $100,000",791,641,413,2104,672,68171
76308,"$100,000 under $200,000",948,810,592,2511,754,125422
76308,"$200,000 or more",427,352,362,1122,344,298223
76309,,"5,975","2,209","2,814","11,920","4,106","308,906"
76309,"$1 under $25,000",2845,375,1234,4566,1709,36256
76309,"$25,000 under $50,000",1419,527,626,2998,1059,50143
76309,"$50,000 under $75,000",688,434,341,1666,544,42391
76309,"$75,000 under $100,000",414,335,207,1072,323,35561
76309,"$100,000 under $200,000",445,390,267,1174,339,58532
76309,"$200,000 or more",164,148,139,444,132,86023
76310,,"8,169","3,881","3,384","16,742","5,231","460,892"
76310,"$1 under $25,000",2764,373,966,3653,1052,33530
76310,"$25,000 under $50,000",1945,731,766,3859,1188,71646
76310,"$50,000 under $75,000",1362,912,603,3273,997,84555
76310,"$75,000 under $100,000",1001,875,444,2820,944,86422
76310,"$100,000 under $200,000",930,848,470,2686,908,119173
76310,"$200,000 or more",167,142,135,451,142,65566
76311,,"1,215",530,214,"2,555",925,"40,023"
76311,"$1 under $25,000",598,75,83,679,121,7783
76311,"$25,000 under $50,000",371,243,73,1067,453,13562
76311,"$50,000 under $75,000",144,123,31,476,209,8882
76311,"$75,000 under $100,000",64,55,27,205,86,5362
76311,"$100,000 under $200,000",38,34,**,128,56,4434
76311,"$200,000 or more",**,**,**,**,**,**
76351,,831,401,450,"1,715",524,"42,350"
76351,"$1 under $25,000",331,67,145,478,121,4288
76351,"$25,000 under $50,000",199,80,101,411,132,7201
76351,"$50,000 under $75,000",138,108,93,377,131,8563
76351,"$75,000 under $100,000",77,70,46,221,74,6624
76351,"$100,000 under $200,000",66,76,45,178,66,8430
76351,"$200,000 or more",20,**,20,50,**,7244
76354,,"5,177","2,328","2,163","10,565","3,368","235,164"
76354,"$1 under $25,000",2059,320,775,3071,996,25561
76354,"$25,000 under $50,000",1336,565,539,2826,928,48888
76354,"$50,000 under $75,000",804,563,349,1978,612,49409
76354,"$75,000 under $100,000",515,449,232,1378,414,44444
76354,"$100,000 under $200,000",413,386,227,1184,385,51402
76354,"$200,000 or more",50,45,41,128,33,15460
76357,,312,165,157,654,187,"14,706"
76357,"$1 under $25,000",111,34,47,189,54,1356
76357,"$25,000 under $50,000",85,35,34,169,49,3030
76357,"$50,000 under $75,000",51,40,27,123,32,3195
76357,"$75,000 under $100,000",38,32,27,103,52,3310
76357,"$100,000 under $200,000",27,24,22,70,**,3815
76357,"$200,000 or more",**,**,**,**,**,**
76360,,"1,358",583,683,"2,760",891,"61,064"
76360,"$1 under $25,000",546,104,223,884,303,6969
76360,"$25,000 under $50,000",384,156,201,813,276,13719
76360,"$50,000 under $75,000",211,139,120,508,158,13100
76360,"$75,000 under $100,000",118,99,67,312,95,10093
76360,"$100,000 under $200,000",78,85,72,192,59,10150
76360,"$200,000 or more",21,**,**,51,**,7033
76363,,119,48,82,259,94,"3,359"
76363,"$1 under $25,000",65,**,43,120,41,785
76363,"$25,000 under $50,000",54,48,39,139,53,2574
76363,"$50,000 under $75,000",**,**,**,**,**,**
76363,"$75,000 under $100,000",**,**,**,**,**,**
76363,"$100,000 under $200,000",**,**,**,**,**,**
76363,"$200,000 or more",0,0,0,0,0,0
76365,,"2,078","1,018","1,101","4,278","1,309","98,461"
76365,"$1 under $25,000",815,174,379,1213,351,10336
76365,"$25,000 under $50,000",542,240,286,1147,365,20258
76365,"$50,000 under $75,000",311,239,176,799,249,19504
76365,"$75,000 under $100,000",198,170,109,560,192,17054
76365,"$100,000 under $200,000",191,174,151,501,152,24553
76365,"$200,000 or more",21,21,**,58,**,6756
76366,,990,486,542,"2,095",681,"57,744"
76366,"$1 under $25,000",385,82,171,583,178,4817
76366,"$25,000 under $50,000",218,89,115,421,114,7819
76366,"$50,000 under $75,000",148,107,87,398,143,9206
76366,"$75,000 under $100,000",95,77,58,272,100,8259
76366,"$100,000 under $200,000",119,108,88,343,116,15877
76366,"$200,000 or more",25,23,23,78,30,11766
76367,,"4,327","2,080","1,927","8,807","2,678","211,226"
76367,"$1 under $25,000",1546,270,575,2148,606,18939
76367,"$25,000 under $50,000",1143,464,480,2343,739,41694
76367,"$50,000 under $75,000",800,586,413,2000,615,49016
76367,"$75,000 under $100,000",456,405,230,1249,388,39404
76367,"$100,000 under $200,000",335,315,193,951,301,42666
76367,"$200,000 or more",47,40,36,116,29,19507
76371,,667,301,505,"1,449",518,"28,166"
76371,"$1 under $25,000",302,60,223,544,219,3808
76371,"$25,000 under $50,000",179,86,136,416,151,6397
76371,"$50,000 under $75,000",90,68,72,229,71,5539
76371,"$75,000 under $100,000",46,38,34,124,40,3994
76371,"$100,000 under $200,000",50,49,40,136,37,8428
76371,"$200,000 or more",**,**,**,**,**,**
76372,,352,170,231,748,248,"17,608"
76372,"$1 under $25,000",148,32,86,233,75,1770
76372,"$25,000 under $50,000",92,48,62,218,78,3399
